price_raw,title,location,status,availability,property_type,beds,baths,author,post-date,listing_url,24hrs Power,30kva generator,5kva inverter,Balcony,BQ,Car Park,CCTV,Children Playground,Fitted Bathrooms,Fitted Kitchen,Fully Furnished,Gated Estate,Gym,Home Automation,Home Entertainment Unit,Jacuzzi,Maid's Room,Rooftop Terrace,Swimming Pool,Walk-in Closet,WiFi,Golf Course View,Private Elevator,Study,Cinema,Garden,area(sqm),Water Front,Private Cinema,Water View,Football Pitch,Tennis Court,Sauna
"12,000,000",2-Bedroom Apartment,Ikate,Rent,rent,Apartment,2.0,2.0,admin-cw,2 weeks ago,https://cwlagos.com/property/2-bedroom-apartment-38/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN900,000,000","5 Bedroom Detached Duplex  – Ikate, Lekki",Ikate,Sale,sale,Detached,5.0,5.0,admin-cw,4 days ago,https://cwlagos.com/property/5-bedroom-detached-duplex-ikate-lekki/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,000,000",2-Bedroom Apartment,Ikate,Rent,rent,Apartment,2.0,2.0,admin-cw,2 weeks ago,https://cwlagos.com/property/2-bedroom-apartment-39/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN850,000,000",5 Bedroom Semi Detached Duplex in Ikate,Ikate,Sale,sale,Semi Detached,5.0,5.0,admin-cw,5 months ago,https://cwlagos.com/property/5-bedroom-semi-detached-duplex-in-ikate/,,,,,,,,,True,True,,,,,,,,,True,,,,,,,,,,True,,,,
125000000,2-Bedroom Apartment,Ikate,Sale,sale,Apartment,2.0,2.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/2-bedroom-apartment-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,000,000",2-Bedroom Apartment,Ikate,Rent,rent,Apartment,2.0,2.0,admin-cw,2 weeks ago,https://cwlagos.com/property/2-bedroom-apartment-40/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"145,000,000",2-Bedroom Apartment,Ikate,Sale,sale,Apartment,2.0,2.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/2-bedroom-apartment/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15,000,000",Fully Serviced 3-Bedroom Terrace Duplex with BQ,Ikate,Rent,rent,Terraced,3.0,3.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/fully-serviced-3-bedroom-terrace-duplex-with-bq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"250,000,000",4-Bedroom Semi-Detached Duplex with BQ,Ikate,Sale,sale,Semi Detached,4.0,4.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex-with-bq-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"650,000,000",4-Bedroom Semi-Detached House,Ikate,Sale,sale,Semi Detached,,,Peter Ogunremi,7 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-house/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"260,000,000",3 Bedroom Penthouse,Ikate,Sale,sale,Penthouse,3.0,3.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/3-bedroom-penthouse/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#300,000,000",4 units of 4 Bedroom Terraced Duplex with 1 BQ,"Ikate Elegushi, Lekki, Lagos.",Sale,sale,Terraced,4.0,4.0,admin-cw,7 months ago,https://cwlagos.com/property/4-units-of-4-bedroom-terraced-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,
"#300,000,000",4 units of 4 Bedroom Terraced Duplex with 1 BQ,"Ikate Elegushi, Lekki, Lagos.",Sale,sale,Terraced,4.0,4.0,admin-cw,7 months ago,https://cwlagos.com/property/4-units-of-4-bedroom-terraced-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,
"3,000,000,000",52-Room Max-Functioning Hotel,Ikate elegushi,Sale,sale,Commercial Space,,,Peter Ogunremi,7 months ago,https://cwlagos.com/property/52-room-max-functioning-hotel/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"280,000,000",4-Bedroom Terrace,"Ikate, Eti Osa, Lagos State,  Nigeria",Sale,sale,Terraced,4.0,4.0,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"170,000,000",Commercial Property,"Ikate, Eti Osa, Lagos State, Nigeria",Rent,rent,Commercial Space,,,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/commercial-property/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,000,000",3-Bedroom Apartment with BQ,"Ikate, Eti Osa, Lagos State, Nigeria",Rent,rent,Apartment,3.0,3.0,Peter Ogunremi,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-with-bq-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160,000,000",2-Bedroom Apartment,"Ikate, Eti Osa, Lagos State, Nigeria",Sale,sale,Apartment,2.0,2.0,Peter Ogunremi,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-17/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"180,000,000",2&3 Bedroom apartments with bq,"Ikate, Eti Osa, Lagos State, Nigeria",Sale,sale,Apartment,3.0,3.0,Peter Ogunremi,3 months ago,https://cwlagos.com/property/23-bedroom-apartments-with-bq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300,000,000",Apartment Units,"Ikate, Eti Osa, Lagos State, Nigeria",Sale,sale,Apartment,,,Peter Ogunremi,3 months ago,https://cwlagos.com/property/apartment-units/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"350,000,000",3-Bedroom Terrace & 4-Bedroom Penthouse with BQ,"Ikate, Eti Osa, Lagos State, Nigeria",Sale,sale,Penthouse,3.0,3.0,Peter Ogunremi,1 month ago,https://cwlagos.com/property/3-bedroom-terrace-4-bedroom-penthouse-with-bq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"400,000,000",4-Bedroom Semi-Detached Duplex with BQ,"Ikate, Eti Osa, Lagos State, Nigeria",Sale,sale,Semi Detached,4.0,4.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex-with-bq-8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"155,000,000",3-Bedroom Terrace duplex with BQ,"Ikate, Eti Osa, Lagos State, Nigeria",Sale,sale,Terraced,3.0,3.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/3-bedroom-terrace-duplex-with-bq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"150,000,000",2-Bedroom Apartment – Back & Middle Units,"Ikate, Eti Osa, Lagos State, Nigeria",Sale,sale,Apartment,2.0,2.0,Peter Ogunremi,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-back-middle-units/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,000,000,000",5-Bedroom detached villa,"Ikate, Eti Osa, Lagos State, Nigeria",Sale,sale,Detached,5.0,5.0,Peter Ogunremi,4 months ago,https://cwlagos.com/property/5-bedroom-villa-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,000,000",2-Bedroom Apartment,"Ikate, Eti Osa, Lagos State, Nigeria",Rent,rent,Apartment,2.0,2.0,Peter Ogunremi,6 months ago,https://cwlagos.com/property/2-bedroom-apartment-10/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"150,000,000",2-Bedroom Apartment,"Ikate, Eti Osa, Lagos State, Nigeria",Sale,sale,Apartment,2.0,2.0,Peter Ogunremi,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-14/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#200,000,000",32 units of 4 Bedroom Terraced Duplex with 1 BQ,"Ikate, Lekki, Lagos.",Sale,sale,Terraced,4.0,4.0,admin-cw,7 months ago,https://cwlagos.com/property/32-units-of-4-bedroom-terraced-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,
"#315,000,000",2 units of 5 Bedroom Semi-Detached Duplex with 1 BQ,"Ikate, Lekki, Lagos.",Sale,sale,Semi Detached,5.0,5.0,admin-cw,7 months ago,https://cwlagos.com/property/2-units-of-5-bedroom-semi-detached-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,
"#9,000,000",4 Bedroom Terraced Duplex,"Ikate, Lekki, Lagos.",Rent,rent,Terraced,4.0,4.0,admin-cw,7 months ago,https://cwlagos.com/property/4-bedroom-terraced-duplex/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#200,000,000",Newly Built 2 Bedroom Apartment with Swimming Pool,"Ikate, Lekki, Lagos.",Sale,sale,Apartment,2.0,2.0,Peter Ogunremi,10 months ago,https://cwlagos.com/property/newly-built-2-bedroom-apartment-with-swimming-pool-2/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,,True,,,,
"#120,000,000",2 Bedroom Apartment,"Ikate, Lekki, Lagos.",Sale,sale,Apartment,2.0,2.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/2-bedroom-apartment-3/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,True,True,,,,True,,,,
"#950,000,000",Land Measuring 1000 sqm,"Ikate, Lekki, Lagos.",Sale,sale,,,,Kemi Adeyinka,6 months ago,https://cwlagos.com/property/land-measuring-1000-sqm/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,,True,True,,,,,True,1000 sqm,,,,,,
"#155,000,000",Brand New 3 Bedroom Apartment with BQ,"Ikate, Lekki, Lagos.",Sale,sale,Apartment,3.0,3.0,Peter Ogunremi,10 months ago,https://cwlagos.com/property/brand-new-3-bedroom-apartment-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#700,000/sqm",2280.513sqm Land within a Gated Estate,"Ikate, Lekki, Lagos.",Sale,sale,,,,Rose,10 months ago,https://cwlagos.com/property/2280-513sqm-land-within-a-gated-estate/,True,,,,,True,,,,,,True,,,,,,,,,True,,,,,,"2,280.513sqm",,,,,,
"#1,600,000,000",6 Bedroom Fully Detached Penthouse with 1 BQ,"Ikate, Lekki, Lagos.",Sale,sale,Detached,6.0,6.0,admin-cw,6 months ago,https://cwlagos.com/property/6-bedroom-fully-detached-penthouse-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,
"#1,100,000,000",5 Bedroom Fully Detached Duplex with 1 BQ,"Ikate, Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,admin-cw,6 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-1-bq-7/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,
"#700,000/sqm",3000sqm Land within a Gated Estate,"Ikate, Lekki, Lagos.",Sale,sale,,,,Rose,10 months ago,https://cwlagos.com/property/3000sqm-land-within-a-gated-estate/,,,,,,,,,,,,,,,,,,,,,,,,,,,3000sqm,,,,,,
"#240,000,000",Brand New 4 Bedroom Semi-Detached Triplex with BQ,"Ikate, Lekki, Lagos.",Sale,sale,Semi Detached,4.0,4.0,,10 months ago,https://cwlagos.com/property/brand-new-4-bedroom-semi-detached-triplex-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#140,000,000",Fully Serviced 2- & 3-Bedroom Apartments with Swimming Pool,"Ikate, Lekki, Lagos.",Sale,sale,Apartment,2.0,2.0,,10 months ago,https://cwlagos.com/property/fully-serviced-2-3-bedroom-apartments-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,,,,,,,,
"#175,000,000",Luxury 2 Bedroom Apartments with Elevator & Pool,"Ikate, Lekki, Lagos.",Sale,sale,Apartment,2.0,2.0,,10 months ago,https://cwlagos.com/property/luxury-2-bedroom-apartments-with-elevator-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,,,,,,,,,,
"#1,200,000,000",5 Bedroom Home sitting on 525sqm in a very Serene Estate,"Ikate, Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,admin-cw,6 months ago,https://cwlagos.com/property/5-bedroom-home-sitting-on-525sqm-in-a-very-serene-estate/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,,,,,True,,,,
"#900,000,000",5 Bedroom Home sitting on 606sqm in a very Serene Estate,"Ikate, Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,admin-cw,6 months ago,https://cwlagos.com/property/5-bedroom-home-sitting-on-606sqm-in-a-very-serene-estate/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,,True,606sqm,,,,,,
"#250,000,000",4 Bedroom Semi-Detached Duplex with BQ,"Ikate, Lekki, Lagos.",Sale,sale,Semi Detached,4.0,4.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex-with-bq-6/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,
"#880,000,000",Detached 5 Bedroom with BQ,"Ikate, Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/detached-5-bedroom-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,
"#2,800,000,000","2,343sqm Bare Dry Land with 1,419sqm Setback","Ikate, Lekki, Lagos.",Sale,sale,,,,Rose,8 months ago,https://cwlagos.com/property/2343sqm-bare-dry-land-with-1419sqm-setback/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,"2,343 sqm",,,,,,
"#300,000,000",Contemporary 4 Bedroom Semi-Detached Duplex with BQ,"Ikate, Lekki, Lagos.",Sale,sale,Semi Detached,4.0,4.0,Peter Ogunremi,9 months ago,https://cwlagos.com/property/contemporary-4-bedroom-semi-detached-duplex-with-bq-2/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#950,000,000",5 Bedroom Semi-Detached House with BQ,"Ikate, Lekki, Lagos.",Sale,sale,Semi Detached,5.0,5.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/5-bedroom-semi-detached-house-with-bq-2/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,
"#155,000,000",Brand New 3 Bedroom Apartment with BQ,"Ikate, Lekki, Lagos.",Sale,sale,Apartment,3.0,3.0,Peter Ogunremi,10 months ago,https://cwlagos.com/property/brand-new-3-bedroom-apartment-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#700,000/sqm",3000sqm Land within a Gated Estate,"Ikate, Lekki, Lagos.",Sale,sale,,,,Rose,10 months ago,https://cwlagos.com/property/3000sqm-land-within-a-gated-estate/,,,,,,,,,,,,,,,,,,,,,,,,,,,3000sqm,,,,,,
"#240,000,000",Brand New 4 Bedroom Semi-Detached Triplex with BQ,"Ikate, Lekki, Lagos.",Sale,sale,Semi Detached,4.0,4.0,,10 months ago,https://cwlagos.com/property/brand-new-4-bedroom-semi-detached-triplex-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#200,000,000",Newly Built 2 Bedroom Apartment with Swimming Pool,"Ikate, Lekki, Lagos.",Sale,sale,Apartment,2.0,2.0,Peter Ogunremi,10 months ago,https://cwlagos.com/property/newly-built-2-bedroom-apartment-with-swimming-pool-2/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,,True,,,,
"#140,000,000",Fully Serviced 2- & 3-Bedroom Apartments with Swimming Pool,"Ikate, Lekki, Lagos.",Sale,sale,Apartment,2.0,2.0,,10 months ago,https://cwlagos.com/property/fully-serviced-2-3-bedroom-apartments-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,,,,,,,,
"#175,000,000",Luxury 2 Bedroom Apartments with Elevator & Pool,"Ikate, Lekki, Lagos.",Sale,sale,Apartment,2.0,2.0,,10 months ago,https://cwlagos.com/property/luxury-2-bedroom-apartments-with-elevator-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,,,,,,,,,,
"#300,000,000",Contemporary 4 Bedroom Semi-Detached Duplex with BQ,"Ikate, Lekki, Lagos.",Sale,sale,Semi Detached,4.0,4.0,Peter Ogunremi,9 months ago,https://cwlagos.com/property/contemporary-4-bedroom-semi-detached-duplex-with-bq-2/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#1,100,000,000",5 Bedroom Fully Detached Duplex with 1 BQ,"Ikate, Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,admin-cw,6 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-with-1-bq-7/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,
"#1,200,000,000",5 Bedroom Home sitting on 525sqm in a very Serene Estate,"Ikate, Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,admin-cw,6 months ago,https://cwlagos.com/property/5-bedroom-home-sitting-on-525sqm-in-a-very-serene-estate/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,,,,,True,,,,
"#950,000,000",Land Measuring 1000 sqm,"Ikate, Lekki, Lagos.",Sale,sale,,,,Kemi Adeyinka,6 months ago,https://cwlagos.com/property/land-measuring-1000-sqm/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,,True,True,,,,,True,1000 sqm,,,,,,
"#900,000,000",5 Bedroom Home sitting on 606sqm in a very Serene Estate,"Ikate, Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,admin-cw,6 months ago,https://cwlagos.com/property/5-bedroom-home-sitting-on-606sqm-in-a-very-serene-estate/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,,True,606sqm,,,,,,
"#1,600,000,000",6 Bedroom Fully Detached Penthouse with 1 BQ,"Ikate, Lekki, Lagos.",Sale,sale,Detached,6.0,6.0,admin-cw,6 months ago,https://cwlagos.com/property/6-bedroom-fully-detached-penthouse-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,
"#880,000,000",Detached 5 Bedroom with BQ,"Ikate, Lekki, Lagos.",Sale,sale,Detached,5.0,5.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/detached-5-bedroom-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,
"#250,000,000",4 Bedroom Semi-Detached Duplex with BQ,"Ikate, Lekki, Lagos.",Sale,sale,Semi Detached,4.0,4.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex-with-bq-6/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,
"#950,000,000",5 Bedroom Semi-Detached House with BQ,"Ikate, Lekki, Lagos.",Sale,sale,Semi Detached,5.0,5.0,Peter Ogunremi,5 months ago,https://cwlagos.com/property/5-bedroom-semi-detached-house-with-bq-2/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,
"#120,000,000",2 Bedroom Apartment,"Ikate, Lekki, Lagos.",Sale,sale,Apartment,2.0,2.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/2-bedroom-apartment-3/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,True,True,,,,True,,,,
"#9,000,000",4 Bedroom Terraced Duplex,"Ikate, Lekki, Lagos.",Rent,rent,Terraced,4.0,4.0,admin-cw,7 months ago,https://cwlagos.com/property/4-bedroom-terraced-duplex/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#315,000,000",2 units of 5 Bedroom Semi-Detached Duplex with 1 BQ,"Ikate, Lekki, Lagos.",Sale,sale,Semi Detached,5.0,5.0,admin-cw,7 months ago,https://cwlagos.com/property/2-units-of-5-bedroom-semi-detached-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,
"#200,000,000",32 units of 4 Bedroom Terraced Duplex with 1 BQ,"Ikate, Lekki, Lagos.",Sale,sale,Terraced,4.0,4.0,admin-cw,7 months ago,https://cwlagos.com/property/32-units-of-4-bedroom-terraced-duplex-with-1-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,
"#2,800,000,000","2,343sqm Bare Dry Land with 1,419sqm Setback","Ikate, Lekki, Lagos.",Sale,sale,,,,Rose,8 months ago,https://cwlagos.com/property/2343sqm-bare-dry-land-with-1419sqm-setback/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,"2,343 sqm",,,,,,
"#700,000/sqm",2280.513sqm Land within a Gated Estate,"Ikate, Lekki, Lagos.",Sale,sale,,,,Rose,10 months ago,https://cwlagos.com/property/2280-513sqm-land-within-a-gated-estate/,True,,,,,True,,,,,,True,,,,,,,,,True,,,,,,"2,280.513sqm",,,,,,
"2,500,000,000",LUXURY 5 BEDROOM VILLA,"Ikate,lekki",Sale,sale,Detached,5.0,5.0,Peter Ogunremi,7 months ago,https://cwlagos.com/property/luxury-5-bedroom-villa/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#2,350,000,000","Prime 3,120sqm Bareland","Ikate-Elegushi, Lekki, Lagos.",Sale,sale,,,,Rose,7 months ago,https://cwlagos.com/property/prime-3120sqm-bareland/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,"3,120 sqm",,,,,,
"#400,000,000","Brand New, Luxury 4 Bedroom Terraced Fourplexes on 3 Floors","Ikate-Elegushi, Lekki, Lagos.",Sale,sale,Terraced,4.0,4.0,Adaeze Ajomiwe,8 months ago,https://cwlagos.com/property/brand-new-luxury-4-bedroom-terraced-fourplexes-on-3-floors/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#2,350,000,000","Prime 3,120sqm Bareland","Ikate-Elegushi, Lekki, Lagos.",Sale,sale,,,,Rose,7 months ago,https://cwlagos.com/property/prime-3120sqm-bareland/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,"3,120 sqm",,,,,,
"#400,000,000","Brand New, Luxury 4 Bedroom Terraced Fourplexes on 3 Floors","Ikate-Elegushi, Lekki, Lagos.",Sale,sale,Terraced,4.0,4.0,Adaeze Ajomiwe,8 months ago,https://cwlagos.com/property/brand-new-luxury-4-bedroom-terraced-fourplexes-on-3-floors/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"550,000,000",5-Bedroom Smart Home,"Ikota, Eti Osa, Lagos State, Nigeria",Sale,sale,Detached,5.0,5.0,Peter Ogunremi,1 month ago,https://cwlagos.com/property/5-bedroom-smart-home-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"125,000,000",3-Bedroom Fully Detached Duplex,"Ikota, Eti Osa, Lagos State, Nigeria",Sale,sale,Detached,3.0,3.0,Peter Ogunremi,2 months ago,https://cwlagos.com/property/3-bedroom-fully-detached-duplex/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200,000,000",4-Bedroom Semi-Detached Duplex,"Ikota, Eti Osa, Lagos State, Nigeria",Sale,sale,Semi Detached,4.0,4.0,Peter Ogunremi,2 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-duplex-6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"650,000,000",5-Bedroom Fully Detached Duplex,"Ikota, Eti Osa, Lagos State, Nigeria",Sale,sale,Detached,5.0,5.0,Peter Ogunremi,2 months ago,https://cwlagos.com/property/5-bedroom-fully-detached-duplex-8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
