price_raw,title,location,status,availability,property_type,beds,baths,author,post-date,listing_url,24hrs Power,30kva generator,5kva inverter,Balcony,BQ,Car Park,CCTV,Children Playground,Fitted Bathrooms,Fitted Kitchen,Fully Furnished,Gated Estate,Gym,Home Automation,Home Entertainment Unit,Jacuzzi,Maid's Room,Rooftop Terrace,Swimming Pool,Walk-in Closet,WiFi,Golf Course View,Private Elevator,Study,Cinema,Garden,area(sqm),Water Front,Private Cinema,Water View,Football Pitch,Tennis Court,Sauna
"NGN30,000,000",4-BED MAISONETTE + BQ | IKOYI,Ikoyi,For Rent,Available for rent,Maisonette,4,4,admin-cw,1 month ago,https://cwlagos.com/property/4-bed-maisonette-bq-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,200,000",Land Measuring 1000sqm in Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,1 month ago,https://cwlagos.com/property/land-measuring-1000sqm-in-ikoyi-6/,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,
"NGN1,300,000",Land Measuring 2805sqm in Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,1 month ago,https://cwlagos.com/property/land-measuring-2805sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,2805,,,,,,
"NGN2,500,000",Prime Lands in Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,1 month ago,https://cwlagos.com/property/prime-lands-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,
"NGN900,000",Land Measuring 1300sqm in Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,1 month ago,https://cwlagos.com/property/land-measuring-1300sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,
"NGN1,300,000,000",5-Bedroom Semi-Detached Duplex – Ikoyi,Ikoyi,For Sale,Available for sale,Semi Detached,5,5,admin-cw,1 month ago,https://cwlagos.com/property/5-bedroom-semi-detached-duplex-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN50,000,000","4-Bed Terrace+BQ – Banana Island, Ikoyi",Ikoyi,For Rent,Available for rent,Terraced,4,4,admin-cw,1 month ago,https://cwlagos.com/property/4-bed-terracebq-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200,000,000",5-Bedroom Property with 3 BQs,"Ikoyi, Eti Osa, Lagos State, Nigeria",For Sale,Available for sale,,5,5,Ngonadi Uzoma,2 months ago,https://cwlagos.com/property/5-bedroom-property-with-3-bqs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"800,000,000",Zurii Residence — New Mixed-Unit Development,"Ikoyi, Eti Osa, Lagos State, Nigeria",For Sale,Available for sale,,,,Ngonadi Uzoma,2 months ago,https://cwlagos.com/property/zurii-residence-new-mixed-unit-development/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN8,500,000","Studio Apartment– Banana Island, Ikoyi",Ikoyi,For Rent,,Apartment,1,1,admin-cw,2 months ago,https://cwlagos.com/property/studio-apartment-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,200,000",Residential Land – Old Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,2 months ago,https://cwlagos.com/property/residential-land-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"220,000",4-Floor Office Block,"Ikoyi, Eti Osa, Lagos State, Nigeria",For Rent,Available for rent,Commercial Space,,,Ngonadi Uzoma,2 months ago,https://cwlagos.com/property/4-floor-office-block/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",3-Bedroom Apartment | Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-apartment-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,300,000,000",5-Bed Semi-Detached Duplex in Ikoyi,Ikoyi,For Sale,Available for sale,Semi Detached,5,5,admin-cw,2 months ago,https://cwlagos.com/property/5-bed-semi-detached-duplex-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN70,000,000",4-Bedroom Apartment in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,4,4,admin-cw,2 months ago,https://cwlagos.com/property/4-bedroom-apartment-in-ikoyi-5/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN700,000",4-Bedroom Shortlet Apartment in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,4,4,admin-cw,2 months ago,https://cwlagos.com/property/4-bedroom-shortlet-apartment-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,500,000,000",5-Bedroom Penthouse– Ikoyi,Ikoyi,For Sale,Available for sale,Penthouse,5,5,admin-cw,2 months ago,https://cwlagos.com/property/5-bedroom-penthouse-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$2000000,6-Bed Fully Detached Duplex in Ikoyi,Ikoyi,For Sale,Available for sale,Detached,6,6,admin-cw,2 months ago,https://cwlagos.com/property/6-bed-fully-detached-duplex-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN55,000,000",13 Units of 3-Bedroom Apartments– Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,2 months ago,https://cwlagos.com/property/13-units-of-3-bedroom-apartments-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN4,500,000",Land Measuring 5000sqm in Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,2 months ago,https://cwlagos.com/property/land-measuring-5000sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,
"NGN45,000,000",3-Bedroom Maisonette (4th Floor) — Ikoyi,Ikoyi,For Rent,Available for rent,Maisonette,3,3,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-maisonette-4th-floor-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN42,000,000",3-Bedroom Maisonette – Ikoyi,Ikoyi,For Rent,Available for rent,Maisonette,3,3,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-maisonette-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,000,000",Joint Venture (JV) Opportunity in Prime Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,2 months ago,https://cwlagos.com/property/joint-venture-jv-opportunity-in-prime-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,2281,,,,,,
"NGN50,000,000",3-Bed Furnished Apartment + BQ| Old Ikoyi,Old Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,2 months ago,https://cwlagos.com/property/3-bed-furnished-apartment-bq-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN40,000,000",2-Bed Penthouse Apartment + BQ | Ikoyi,Ikoyi,For Rent,Available for rent,Penthouse,2,2,admin-cw,2 months ago,https://cwlagos.com/property/2-bed-penthouse-apartment-bq-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN350,000,000",4-Bedroom Terrace Duplex + BQ | Ikoyi,Ikoyi,For Sale,Available for sale,Terraced,4,4,admin-cw,2 months ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-bq-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN60,000,000",4-Bedroom Terrace Duplex + BQ | Ikoyi,Ikoyi,For Rent,Available for rent,Terraced,4,4,admin-cw,2 months ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-bq-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN50,000,000",3-Bed Apartment + BQ | Old Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,2 months ago,https://cwlagos.com/property/3-bed-apartment-bq-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",1-Bedroom Apartment  – Ikoyi,Ikoyi,For Sale,Available for sale,Apartment,1,1,admin-cw,2 months ago,https://cwlagos.com/property/1-bedroom-apartment-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,200,000","Waterfront Land– Banana Island, Ikoyi",Ikoyi,For Sale,Available for sale,,,,admin-cw,2 months ago,https://cwlagos.com/property/waterfront-land-jv-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,4570,,,,,,
"NGN3,500,000,000",Land Measuring 900sqm in Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,2 months ago,https://cwlagos.com/property/land-measuring-900sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,,,,,
"NGN3,500,000,000",Land Measuring 875sqm in Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,2 months ago,https://cwlagos.com/property/land-measuring-875sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,875,,,,,,
"NGN200,000,000",4-Bed Detached House with BQs – Ikoyi,Ikoyi,For Rent,Available for rent,Detached,4,4,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-detached-house-with-bqs-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",2-Bedroom Maisonette in Ikoyi,Ikoyi,For Rent,Available for rent,Maisonette,2,2,admin-cw,2 months ago,https://cwlagos.com/property/2-bedroom-maisonette-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN50,000,000",4-Bedroom + BQ | Banana Island,Banana Island,For Rent,Available for rent,Apartment,4,4,admin-cw,2 months ago,https://cwlagos.com/property/4-bedroom-bq-banana-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",3-Bedroom Terrace | Ikoyi,Ikoyi,For Rent,Available for rent,Terraced,3,3,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-terrace-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN900,000,000",3-Bed + BQ Apartment | Old Ikoyi,Old Ikoyi,For Sale,Available for sale,Apartment,3,3,admin-cw,2 months ago,https://cwlagos.com/property/3-bed-bq-apartment-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN350,000,000",4 Bedroom Terrace Duplex for sale ikoyi,Ikoyi,For Sale,Available for sale,Apartment,4,4,admin-cw,2 months ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-for-sale-ikoyi/,True,,,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,
"NGN45,000,000",3-Bedroom Apartment for in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-apartment-for-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN42,000,000",4-Bed Semi-Detached Duplex + 2 BQ | Ikoyi,Ikoyi,commercial,Available for rent,Semi Detached,4,4,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-semi-detached-duplex-2-bq-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,000,000",Land Measuring 1000sqm in Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,2 months ago,https://cwlagos.com/property/land-measuring-1000sqm-in-ikoyi-5/,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,
"NGN100,000,000","Five-Bed Duplex in Banana Island, Ikoyi",Ikoyi,For Rent,Available for rent,,5,5,admin-cw,2 months ago,https://cwlagos.com/property/five-bed-duplex-in-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN250,000",Commercial Lease145 SQM Office Space in Ikoyi,Ikoyi,commercial,Available for rent,Commercial Space,,,admin-cw,2 months ago,https://cwlagos.com/property/commercial-lease145-sqm-office-space-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN80,000,000",4Bed Maisonette Penthouse+2BQs in Old Ikoyi,Old Ikoyi,For Rent,Available for rent,Maisonette,4,4,admin-cw,2 months ago,https://cwlagos.com/property/4bed-maisonette-penthouse2bqs-in-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$1000000,Luxury Units at Ikoyi,Ikoyi,For Sale,Available for sale,Penthouse,4,4,admin-cw,2 months ago,https://cwlagos.com/property/luxury-units-at-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN13,000,000",1-Bedroom Penthouse in Old Ikoyi,Old Ikoyi,For Rent,Available for rent,Penthouse,1,1,admin-cw,2 months ago,https://cwlagos.com/property/1-bedroom-penthouse-in-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN18,000,000",3-Bedroom Terrace Duplex in Old Ikoyi,Ikoyi,For Rent,Available for rent,Terraced,3,3,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-terrace-duplex-in-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN70,000,000",3-Bedroom Penthouse in Ikoyi,Ikoyi,For Rent,Available for rent,Penthouse,3,3,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-penthouse-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN55,000,000","3-Bedroom Apartment in Banana Island, Ikoyi",Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN60,000,000",4-Bed Semi-Detached House in Ikoyi,Ikoyi,For Rent,Available for rent,Semi Detached,4,4,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-semi-detached-house-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$1000000,4-Bed Waterfront Maisonette in Ikoyi,Banana Island,For Sale,Available for sale,Maisonette,4,4,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-waterfront-maisonette-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$1500000,4-Bedroom Maisonette in Ikoyi,Ikoyi,For Sale,Available for sale,Maisonette,4,4,admin-cw,2 months ago,https://cwlagos.com/property/4-bedroom-maisonette-in-ikoyi-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$5000000,5-Bedroom Detached House in Banana Island,Banana Island,For Sale,Available for sale,Detached,5,5,admin-cw,2 months ago,https://cwlagos.com/property/5-bedroom-detached-house-in-banana-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$5000000,6-Bedroom Detached House in Banana Island,Banana Island,For Sale,Available for sale,Detached,6,6,admin-cw,2 months ago,https://cwlagos.com/property/6-bedroom-detached-house-in-banana-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN250,000",145sqm Commercial Space in Ikoyi,Ikoyi,commercial,Available for rent,Commercial Space,,,admin-cw,2 months ago,https://cwlagos.com/property/145sqm-commercial-space-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,
"250,000",145sqm Office Space,"Ikoyi, Eti Osa, Lagos State, Nigeria",For Rent,Available for rent,Commercial Space,,,Jennifer Nwagbo,2 months ago,https://cwlagos.com/property/145sqm-office-space/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN26,000,000",2-Bedroom Apartment in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,2,2,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-ikoyi-9/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN27,000,000",2-Bedroom Apartment in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,2,2,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-ikoyi-8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$40000,29 Units of 3-Bedroom Flats in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,3 months ago,https://cwlagos.com/property/29-units-of-3-bedroom-flats-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Two plots of Land Measuring 500sqm in Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/two-plots-of-land-measuring-500sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,
"NGN4,500,000",Land Measuring 1500sqm in Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-1500sqm-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,
"NGN60,000,000",4-Bedroom Apartment in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,4,4,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-apartment-in-ikoyi-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN400,000,000","1, 2 & 3 Bedroom Apartments in Ikoyi",Ikoyi,,Available for sale,Apartment,1,1,admin-cw,3 months ago,https://cwlagos.com/property/1-2-3-bedroom-apartments-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$60000,3-Bedroom Apartments in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartments-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN350,000,000",2-Bedroom Service Flat in Ikoyi,Ikoyi,For Sale,Available for sale,Apartment,2,2,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-service-flat-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",4-Bedroom Terrace in Ikoyi,Ikoyi,For Rent,Available for rent,Terraced,4,4,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-in-ikoyi-5/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,500,000,000",Land Measuring 1440sqm in Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-1440sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,400,000",Land Measuring 600sqm in Banana Island,Ikoyi,For Sale,Available for sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-600sqm-in-banana-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN23,000,000",2-Bedroom Apartment in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,2,2,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-ikoyi-7/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000","3 Bedroom Apartment, Ikoyi",Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN50,000,000",4 Bedroom Terrace in Ikoyi,Ikoyi,For Rent,Available for rent,Terraced,4,4,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-in-ikoyi-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",3 Bedroom Apartment in Old Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",3 Bedroom Apartment in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikoyi-9/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN38,000,000",3 BEDROOM APARTMENT IN IKOYI,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikoyi-8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",3 BEDROOM APARTMENT IN IKOYI,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikoyi-7/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",3 BEDROOM APARTMENT IN IKOYI,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikoyi-6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN60,000,000",4-BEDROOM MAISONETTE IN IKOYI,Ikoyi,For Rent,Available for rent,Maisonette,4,4,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-maisonette-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN40,000,000",3 BEDROOM APARTMENT IN IKOYI,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikoyi-5/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$50,000",Luxury 5 Bedroom Maisonette  Apartment,"Old Ikoyi, Ikoyi",For Rent,Available for rent,Apartment,4,4,Rose,3 months ago,https://cwlagos.com/property/luxury-5-bedroom-maisonette-apartment/,True,True,True,True,,True,,,True,True,,True,True,,,,,,True,True,,,,,,,,,,,,,
"30,000,000",3-Bedroom Apartment with BQ,"Ikoyi, Eti Osa, Lagos State, Nigeria",For Rent,Available for rent,Apartment,3,3,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-with-bq-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",5 BEDROOM DETACHED DUPLEX IN IKOYI,Ikoyi,For Rent,Available for rent,Detached,5,5,admin-cw,3 months ago,https://cwlagos.com/property/5-bedroom-detached-duplex-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN120,000,000",DETACHED 5 BEDROOM DUPLEX IN IKOYI,Ikoyi,For Rent,Available for rent,Detached,5,5,admin-cw,3 months ago,https://cwlagos.com/property/detached-5-bedroom-duplex-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN15,000,000",1 BEDROOM APARTMENT IN IKOYI,Ikoyi,For Rent,Available for rent,Apartment,1,1,admin-cw,3 months ago,https://cwlagos.com/property/1-bedroom-apartment-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",3 BEDROOM APARTMENT IN IKOYI,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikoyi-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN20,000,000",2 BEDROOM APARTMENT IN IKOYI,Ikoyi,For Rent,Available for rent,Apartment,2,2,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-ikoyi-6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN38,000,000",3-Bedroom Apartment with Bq in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-with-bq-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",Penthouse 3-Bed Apartment + Bq in Ikoyi,Ikoyi,For Rent,Available for rent,Penthouse,3,3,admin-cw,3 months ago,https://cwlagos.com/property/penthouse-3-bed-apartment-bq-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$50000,4-Bedroom Maisonette in Ikoyi,Ikoyi,For Rent,Available for rent,Maisonette,4,4,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-maisonette-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",4-Bedroom Terrace + Bq in Ikoyi,Ikoyi,For Rent,Available for rent,Terraced,4,4,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-bq-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,100,000,000",Detached Commercial Building,"Ikoyi, Eti Osa, Lagos State, Nigeria",For Sale,Available for sale,Commercial Space,,,Jennifer Nwagbo,3 months ago,https://cwlagos.com/property/detached-commercial-building/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,600,000,000",4-Bedroom Terrace in Ikoyi,Ikoyi,For Sale,Available for sale,Terraced,4,4,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",3-Bedroom Apartment in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN45,000,000",4-Bedroom Apartment in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,4,4,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-apartment-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN80,000,000",4 bedroom apartment in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,4,4,admin-cw,3 months ago,https://cwlagos.com/property/3rd-floor-apartment-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",5-Bedroom Maisonette in Ikoyi,Ikoyi,For Rent,Available for rent,Maisonette,5,5,admin-cw,3 months ago,https://cwlagos.com/property/5-bedroom-maisonette-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",87sqm Open- Plan Office Space in Ikoyi,Ikoyi,commercial,Available for rent,Commercial Space,,,admin-cw,3 months ago,https://cwlagos.com/property/87sqm-open-plan-office-space-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"900,000,000",3-Bedroom Flats,"Ikoyi, Eti Osa, Lagos State, Nigeria",For Sale,Available for sale,Apartment,3,3,Jennifer Nwagbo,3 months ago,https://cwlagos.com/property/3-bedroom-flats/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20,000,000",4-Bedroom Terrace Duplex with BQ,Parkview Estate,For Rent,Available for rent,Terraced,4,4,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-duplex-with-bq-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN10,000,000",1 Bedroom Miniflat in Ikoyi,Ikoyi,For Rent,Available for rent,Mini Flat,1,1,admin-cw,3 months ago,https://cwlagos.com/property/1-bedroom-miniflat-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",3 Bedroom Apartment + BQ in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-bq-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
